Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
100261,Kiss to Conquer,Anna B. Doe,"Doe, Anna B.",,"=""0047735866""","=""9780047735862""",3,3.86,Bloom Books,Mass Market Paperback,614,,,,2024/11/19,,,read,,,,1,0
100262,Kiss to Forgeet,Anna B. Doe,"Doe, Anna B.",,"=""""","=""""",3,3.50,Entangled: Red Tower Books,Audible Audio,,2018,2018,2025/05/26,2024/04/23,,,read,,,,1,1
100263,Beautiful Graves,L.J. Shen,"Shen, L.J.",,"=""""","=""""",2,4.29,Berkley,Hardcover,614,2019,2019,,2024/12/26,,,read,,,,1,0
100264,Improbable Meet-Cute Second Chances,multiple authors,"authors, multiple",,"=""2104754121""","=""9782104754122""",3,4.07,Sourcebooks Casablanca,Mass Market Paperback,320,2020,2020,2025/07/15,2024/09/18,"dark-romance, favorites-shelf, read",,read,,,,1,1
100265,Chasing the Wild,Elliott Rose,"Rose, Elliott",,"=""""","=""""",2,3.75,Avon,Paperback,448,2018,2017,,2024/06/28,,,read,,,,1,0
100266,Where I Belong,J. Daniels,"Daniels, J.",,"=""""","=""""",2,4.22,Entangled: Red Tower Books,Kindle Edition,528,2019,2019,2025/12/18,2024/04/19,,,read,,,,1,1
100267,All I Want,J. Daniels,"Daniels, J.",,"=""5447212646""","=""9785447212644""",2,3.49,Berkley,Kindle Edition,,,,,2024/08/26,,,to-read,,,,0,0
100268,The Penalty,D.C. Kile,"Kile, D.C.",,"=""""","=""""",2,3.77,Avon,Hardcover,320,2019,2019,2025/12/21,2024/08/20,dnf-maybe-later,,read,,,,1,1
100269,The Score,Elle Kennedy,"Kennedy, Elle",,"=""""","=""""",4,3.80,Bloom Books,,412,2021,2020,,2024/10/13,,,read,,,,1,0
100270,The Goal,Elle Kennedy,"Kennedy, Elle",Jane Cowriter,"=""0924593752""","=""9780924593756""",3,4.56,Bloom Books,Kindle Edition,614,2021,2021,2025/06/10,2024/12/23,,,read,,,,2,1
100271,The Legacy,Elle Kennedy,"Kennedy, Elle",,"=""""","=""""",4,3.84,Sourcebooks Casablanca,Kindle Edition,412,2021,2021,,2024/06/13,,,read,,,,1,0
100272,Endgame,Willa Gray,"Gray, Willa",,"=""""","=""""",3,4.53,Entangled: Red Tower Books,Audible Audio,,2021,2021,2025/10/18,2024/03/22,"enemies-to-lovers, read",,read,,,,1,1
100273,Mountain Daddy,S.J. Tilly,"Tilly, S.J.",,"=""5167243426""","=""9785167243426""",2,3.98,Avon,Mass Market Paperback,528,,,,2024/02/15,,,read,,,,1,0
100274,The Hidden Falling,Kelly Cove,"Cove, Kelly",,"=""""","=""""",2,4.35,Berkley,,528,2018,2018,2025/09/28,2024/12/14,,,read,,,,1,1
100275,The Dark Rising,Kelly Cove,"Cove, Kelly",,"=""""","=""""",3,3.53,Entangled: Red Tower Books,,614,2018,2018,,2024/09/20,,,to-read,Absolutely devoured this. The tension!!,,,0,0
100276,Camera Shy,Kay Cove,"Cove, Kay",,"=""6290965610""","=""9786290965611""",3,3.96,,Mass Market Paperback,412,2021,2021,2025/05/08,2024/09/24,dnf-maybe-later,,read,,,,1,1
100277,Snapshot,Kay Cove,"Cove, Kay",,"=""""","=""""",3,3.81,Bloomsbury Publishing,Audible Audio,,2019,2018,,2024/12/17,,,read,,,,1,0
100278,Vanguard,Karina Halle,"Halle, Karina",,"=""""","=""""",0,3.57,Berkley,Hardcover,320,2023,2023,2025/02/10,2024/07/03,,,read,,,,1,1
100279,The Wrong Quarterback,C.R. Jane,"Jane, C.R.",,"=""0738757177""","=""9780738757175""",2,4.37,Bloomsbury Publishing,Paperback,320,,,,2024/02/10,,,read,,,,1,0
100280,The Wrong Play,C.R. Jane,"Jane, C.R.",,"=""""","=""""",3,3.61,Entangled: Red Tower Books,Hardcover,384,2022,2022,2025/06/21,2024/02/22,"enemies-to-lovers, read",,read,,,borrowed from Kate — buy own copy,2,1
100281,Face Off,Chelsea Curto,"Curto, Chelsea",,"=""""","=""""",4,4.36,,Kindle Edition,448,2019,2018,,2024/09/14,,,read,,,,1,0
100282,"Bulletproof (Dark Forces, #4)",K.M. Moronova,"Moronova, K.M.",,"=""3660937966""","=""9783660937960""",3,4.37,Bloomsbury Publishing,Mass Market Paperback,,2023,2023,2025/12/07,2024/04/09,,,read,,,,1,1
100283,Shutout,Avery Keelan,"Keelan, Avery",,"=""""","=""""",4,3.84,Entangled: Red Tower Books,Audible Audio,528,2019,2019,,2024/02/26,,,to-read,,,,0,0
100284,A Broken Promise,Tetyana Walker,"Walker, Tetyana",,"=""""","=""""",4,3.87,Avon,Mass Market Paperback,412,2022,2022,2025/02/09,2024/11/28,"signed-copies, enemies-to-lovers",,read,,,,1,1
100285,A Simple Truth,Tetyana Walker,"Walker, Tetyana",,"=""2557924991""","=""9782557924992""",4,3.77,Entangled: Red Tower Books,Hardcover,384,,,,2024/06/04,,,read,,,,1,0
100286,A Rising Hope,Tetyana Walker,"Walker, Tetyana",,"=""""","=""""",4,3.90,Entangled: Red Tower Books,Mass Market Paperback,528,2021,2021,,2024/12/05,,,currently-reading,,,,0,1
100287,A Photo Finish,Elsie Silver,"Silver, Elsie",,"=""""","=""""",4,3.98,Sourcebooks Casablanca,,,2019,2019,,2024/07/14,,,read,,,,1,0
100288,The Front Runner,Elsie Silver,"Silver, Elsie",,"=""0282742257""","=""9780282742259""",4,4.01,Avon,Audible Audio,448,2022,2022,2025/01/28,2024/06/01,"hockey-romance, favorites-shelf, read",,read,,,,1,1
100289,The False Start,Elsie Silver,"Silver, Elsie",,"=""""","=""""",4,4.41,Avon,Kindle Edition,448,2023,2022,,2024/11/16,,,read,,,,1,0
